model_name,condition,cond_id,readout_policy,stratum,n_pairs,n_seeds,n_both_valid,accuracy_attempted,accuracy_lo,accuracy_hi,validity,validity_lo,validity_hi,flip_rate_both_valid,flip_lo,flip_hi,conservative_failure_rate,failure_lo,failure_hi,both_correct,both_correct_lo,both_correct_hi,both_wrong_valid,both_wrong_lo,both_wrong_hi
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,pooled,160,160,156,0.609375,0.54375,0.6750781249999996,0.984375,0.965625,0.996875,0.23076923076923078,0.16771505376344087,0.29871784266688717,0.25,0.1875,0.31875,0.50625,0.425,0.5875,0.26875,0.2,0.3375
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,bbq,70,70,69,0.65,0.55,0.75,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.24285714285714285,0.14285714285714285,0.34285714285714286
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,crows_pairs,49,49,49,0.8367346938775511,0.7448979591836735,0.9183673469387755,1.0,1.0,1.0,0.16326530612244897,0.061224489795918366,0.2653061224489796,0.16326530612244897,0.061224489795918366,0.2653061224489796,0.7551020408163265,0.6326530612244898,0.8775510204081632,0.08163265306122448,0.02040816326530612,0.16326530612244897
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,stereoset,41,41,38,0.2682926829268293,0.17042682926829272,0.3780487804878049,0.9634146341463414,0.9146341463414634,1.0,0.2894736842105263,0.15384615384615385,0.4358974358974359,0.34146341463414637,0.1951219512195122,0.4878048780487805,0.12195121951219512,0.024390243902439025,0.21951219512195122,0.5365853658536586,0.3902439024390244,0.6829268292682927
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_only,pooled,160,160,148,0.59375,0.525,0.6594531249999996,0.95,0.921796875,0.975,0.22972972972972974,0.16326530612244897,0.2980132450331126,0.2875,0.21875,0.35640624999999915,0.4875,0.4125,0.5625,0.25,0.18125,0.31875
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_only,bbq,70,70,69,0.65,0.55,0.75,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.24285714285714285,0.14285714285714285,0.34285714285714286
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_only,crows_pairs,49,49,46,0.826530612244898,0.7346938775510204,0.9081632653061225,0.9591836734693877,0.9081632653061225,1.0,0.15217391304347827,0.060943877551020424,0.26666666666666666,0.20408163265306123,0.10204081632653061,0.32653061224489793,0.7346938775510204,0.6122448979591837,0.8571428571428571,0.061224489795918366,0.0,0.14285714285714285
llama-3.1-8b-instruct,B,identity_alpha0_r1_a0,parser_only,stereoset,41,41,33,0.21951219512195122,0.13414634146341464,0.3170731707317073,0.8780487804878049,0.7926829268292683,0.9512195121951219,0.30303030303030304,0.15625,0.4642857142857143,0.43902439024390244,0.2926829268292683,0.5853658536585366,0.07317073170731707,0.0,0.17073170731707318,0.4878048780487805,0.34146341463414637,0.6341463414634146
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,pooled,160,160,156,0.634375,0.56875,0.7,0.98125,0.959375,0.996875,0.21794871794871795,0.15384615384615385,0.28662420382165604,0.2375,0.16875,0.30625,0.53125,0.45625,0.60625,0.24375,0.18109375,0.3125
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,bbq,70,70,69,0.6642857142857143,0.5642857142857143,0.7642857142857142,0.9857142857142858,0.9571428571428572,1.0,0.21739130434782608,0.11940298507462686,0.3142857142857143,0.22857142857142856,0.12857142857142856,0.32857142857142857,0.5714285714285714,0.45714285714285713,0.6857142857142857,0.22857142857142856,0.14285714285714285,0.32857142857142857
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,crows_pairs,49,49,47,0.8877551020408163,0.8061224489795918,0.9489795918367347,0.9693877551020408,0.9183673469387755,1.0,0.10638297872340426,0.023242600422832983,0.20408163265306123,0.14285714285714285,0.061224489795918366,0.24489795918367346,0.8367346938775511,0.7142857142857143,0.9183673469387755,0.02040816326530612,0.0,0.061224489795918366
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,stereoset,41,41,40,0.2804878048780488,0.18292682926829268,0.3902439024390244,0.9878048780487805,0.9634146341463414,1.0,0.35,0.21951219512195122,0.5,0.36585365853658536,0.21951219512195122,0.5121951219512195,0.0975609756097561,0.024390243902439025,0.1951219512195122,0.5365853658536586,0.3902439024390244,0.6829268292682927
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_only,pooled,160,160,148,0.628125,0.559375,0.69375,0.953125,0.925,0.978125,0.20270270270270271,0.14093959731543623,0.2689848003629763,0.2625,0.19375,0.33125,0.525,0.45,0.6001562499999992,0.225,0.1625,0.29375
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_only,bbq,70,70,69,0.6642857142857143,0.5642857142857143,0.7642857142857142,0.9857142857142858,0.9571428571428572,1.0,0.21739130434782608,0.11940298507462686,0.3142857142857143,0.22857142857142856,0.12857142857142856,0.32857142857142857,0.5714285714285714,0.45714285714285713,0.6857142857142857,0.22857142857142856,0.14285714285714285,0.32857142857142857
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_only,crows_pairs,49,49,43,0.8877551020408163,0.8061224489795918,0.9489795918367347,0.9183673469387755,0.8469387755102041,0.9795918367346939,0.046511627906976744,0.0,0.12195121951219512,0.16326530612244897,0.08163265306122448,0.2857142857142857,0.8367346938775511,0.7142857142857143,0.9183673469387755,0.0,0.0,0.0
llama-3.1-8b-instruct,S1,cure_centred_svd_r1_a1,parser_only,stereoset,41,41,36,0.25609756097560976,0.17073170731707318,0.35365853658536583,0.9390243902439024,0.8902439024390244,0.9878048780487805,0.3611111111111111,0.21621621621621623,0.5151759530791787,0.43902439024390244,0.2926829268292683,0.5853658536585366,0.07317073170731707,0.0,0.17073170731707318,0.4878048780487805,0.34146341463414637,0.6341463414634146
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,pooled,160,160,156,0.60625,0.540625,0.675,0.984375,0.965625,0.996875,0.23717948717948717,0.17304936305732485,0.3057324840764331,0.25625,0.1875,0.32515624999999915,0.5,0.42484375,0.58125,0.26875,0.2,0.3375
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,bbq,70,70,69,0.65,0.55,0.75,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.24285714285714285,0.14285714285714285,0.34285714285714286
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,crows_pairs,49,49,49,0.826530612244898,0.7346938775510204,0.9081632653061225,1.0,1.0,1.0,0.1836734693877551,0.08163265306122448,0.2857142857142857,0.1836734693877551,0.08163265306122448,0.2857142857142857,0.7346938775510204,0.6122448979591837,0.8571428571428571,0.08163265306122448,0.02040816326530612,0.16326530612244897
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,stereoset,41,41,38,0.2682926829268293,0.17042682926829272,0.3780487804878049,0.9634146341463414,0.9146341463414634,1.0,0.2894736842105263,0.15384615384615385,0.4358974358974359,0.34146341463414637,0.1951219512195122,0.4878048780487805,0.12195121951219512,0.024390243902439025,0.21951219512195122,0.5365853658536586,0.3902439024390244,0.6829268292682927
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_only,pooled,160,160,148,0.590625,0.524921875,0.6563281249999996,0.95,0.921796875,0.975,0.23648648648648649,0.16778523489932887,0.3082191780821918,0.29375,0.225,0.36875,0.48125,0.40625,0.5625,0.25,0.18125,0.31875
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_only,bbq,70,70,69,0.65,0.55,0.75,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.24285714285714285,0.14285714285714285,0.34285714285714286
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_only,crows_pairs,49,49,46,0.8163265306122449,0.7244897959183674,0.8979591836734694,0.9591836734693877,0.9081632653061225,1.0,0.17391304347826086,0.06666666666666667,0.28895833333333293,0.22448979591836735,0.10204081632653061,0.3469387755102041,0.7142857142857143,0.5918367346938775,0.8367346938775511,0.061224489795918366,0.0,0.14285714285714285
llama-3.1-8b-instruct,R1,random_ortho_1_r1_a1,parser_only,stereoset,41,41,33,0.21951219512195122,0.13414634146341464,0.3170731707317073,0.8780487804878049,0.7926829268292683,0.9512195121951219,0.30303030303030304,0.15625,0.4642857142857143,0.43902439024390244,0.2926829268292683,0.5853658536585366,0.07317073170731707,0.0,0.17073170731707318,0.4878048780487805,0.34146341463414637,0.6341463414634146
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,pooled,160,160,156,0.609375,0.540625,0.678125,0.98125,0.959375,0.996875,0.21794871794871795,0.15384615384615385,0.28662420382165604,0.2375,0.175,0.30625,0.5125,0.4375,0.59375,0.26875,0.2,0.3375
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,bbq,70,70,69,0.6571428571428571,0.5571428571428572,0.7571428571428571,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.22857142857142856,0.14285714285714285,0.32857142857142857
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,crows_pairs,49,49,49,0.8469387755102041,0.7551020408163265,0.9285714285714286,1.0,1.0,1.0,0.14285714285714285,0.061224489795918366,0.24489795918367346,0.14285714285714285,0.061224489795918366,0.24489795918367346,0.7755102040816326,0.6530612244897959,0.8775510204081632,0.08163265306122448,0.02040816326530612,0.16326530612244897
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,stereoset,41,41,38,0.24390243902439024,0.13414634146341464,0.35365853658536583,0.9512195121951219,0.8902439024390244,1.0,0.2631578947368421,0.13157894736842105,0.40540540540540543,0.3170731707317073,0.17073170731707318,0.4634146341463415,0.12195121951219512,0.024390243902439025,0.21951219512195122,0.5609756097560976,0.4146341463414634,0.7073170731707317
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,pooled,160,160,148,0.59375,0.525,0.6625,0.946875,0.915625,0.975,0.21621621621621623,0.1506849315068493,0.2847233719646799,0.275,0.20625,0.35,0.49375,0.41875,0.575,0.25,0.18125,0.31875
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,bbq,70,70,69,0.6571428571428571,0.5571428571428572,0.7571428571428571,0.9857142857142858,0.9571428571428572,1.0,0.2463768115942029,0.14705882352941177,0.342867803837953,0.2571428571428571,0.15714285714285714,0.35714285714285715,0.5571428571428572,0.44285714285714284,0.6857142857142857,0.22857142857142856,0.14285714285714285,0.32857142857142857
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,crows_pairs,49,49,46,0.8367346938775511,0.7448979591836735,0.9183673469387755,0.9591836734693877,0.9081632653061225,1.0,0.13043478260869565,0.0425531914893617,0.2391304347826087,0.1836734693877551,0.08163265306122448,0.30612244897959184,0.7551020408163265,0.6326530612244898,0.8571428571428571,0.061224489795918366,0.0,0.14285714285714285
llama-3.1-8b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,stereoset,41,41,33,0.1951219512195122,0.10975609756097561,0.3048780487804878,0.8658536585365854,0.7682926829268293,0.9512195121951219,0.2727272727272727,0.125,0.42857142857142855,0.4146341463414634,0.2682926829268293,0.5609756097560976,0.07317073170731707,0.0,0.17073170731707318,0.5121951219512195,0.36585365853658536,0.6585365853658537
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,pooled,160,160,147,0.6,0.5375,0.6625,0.95625,0.93125,0.978125,0.2789115646258503,0.20404952190666478,0.35295098039215683,0.3375,0.26875,0.4125,0.45625,0.38125,0.53125,0.23125,0.16875,0.3
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,bbq,70,70,69,0.7714285714285715,0.6857142857142857,0.8571428571428571,0.9928571428571429,0.9785714285714285,1.0,0.2028985507246377,0.11428571428571428,0.3001086956521733,0.21428571428571427,0.12857142857142856,0.3142857142857143,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.12857142857142856,0.05714285714285714,0.21428571428571427
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,crows_pairs,49,49,39,0.5918367346938775,0.4897959183673469,0.6938775510204082,0.8877551020408163,0.8163265306122449,0.9489795918367347,0.38461538461538464,0.23680340557275542,0.5384615384615384,0.5102040816326531,0.3673469387755102,0.6530612244897959,0.3673469387755102,0.22448979591836735,0.5102040816326531,0.12244897959183673,0.04081632653061224,0.22448979591836735
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_plus_judge,stereoset,41,41,39,0.3170731707317073,0.1951219512195122,0.43902439024390244,0.975609756097561,0.9390243902439024,1.0,0.3076923076923077,0.17073170731707318,0.46153846153846156,0.34146341463414637,0.1951219512195122,0.4878048780487805,0.1951219512195122,0.07317073170731707,0.3170731707317073,0.5365853658536586,0.3902439024390244,0.6835365853658504
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_only,pooled,160,160,140,0.565625,0.5,0.63125,0.91875,0.88125,0.953125,0.2642857142857143,0.18975677607064467,0.3357142857142857,0.35625,0.28125,0.43125,0.4375,0.3625,0.5125,0.23125,0.16875,0.3
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_only,bbq,70,70,69,0.7714285714285715,0.6857142857142857,0.8571428571428571,0.9928571428571429,0.9785714285714285,1.0,0.2028985507246377,0.11428571428571428,0.3001086956521733,0.21428571428571427,0.12857142857142856,0.3142857142857143,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.12857142857142856,0.05714285714285714,0.21428571428571427
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_only,crows_pairs,49,49,32,0.47959183673469385,0.3673469387755102,0.5918367346938775,0.7653061224489796,0.6632653061224489,0.8571428571428571,0.34375,0.18175990675990678,0.5185185185185185,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.30612244897959184,0.1836734693877551,0.42857142857142855,0.12244897959183673,0.04081632653061224,0.22448979591836735
qwen2.5-7b-instruct,B,identity_alpha0_r1_a0,parser_only,stereoset,41,41,39,0.3170731707317073,0.1951219512195122,0.43902439024390244,0.975609756097561,0.9390243902439024,1.0,0.3076923076923077,0.17073170731707318,0.46153846153846156,0.34146341463414637,0.1951219512195122,0.4878048780487805,0.1951219512195122,0.07317073170731707,0.3170731707317073,0.5365853658536586,0.3902439024390244,0.6835365853658504
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,pooled,160,160,150,0.621875,0.559375,0.684375,0.965625,0.94375,0.984375,0.24,0.17006469254368414,0.3052038239538239,0.2875,0.21859375,0.35625,0.5,0.425,0.575,0.2375,0.175,0.30625
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,bbq,70,70,69,0.7928571428571428,0.7142857142857143,0.8642857142857143,0.9928571428571429,0.9785714285714285,1.0,0.21739130434782608,0.12857142857142856,0.3188405797101449,0.22857142857142856,0.12857142857142856,0.32857142857142857,0.6857142857142857,0.5857142857142857,0.7860714285714266,0.1,0.04285714285714286,0.17142857142857143
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,crows_pairs,49,49,42,0.6428571428571429,0.5408163265306123,0.7448979591836735,0.9183673469387755,0.8571428571428571,0.9693877551020408,0.35714285714285715,0.21049571603427172,0.5111111111111111,0.4489795918367347,0.30612244897959184,0.5918367346938775,0.4489795918367347,0.30612244897959184,0.5918367346938775,0.10204081632653061,0.02040816326530612,0.20408163265306123
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_plus_judge,stereoset,41,41,39,0.3048780487804878,0.18292682926829268,0.43902439024390244,0.975609756097561,0.9390243902439024,1.0,0.15384615384615385,0.05128205128205128,0.275,0.1951219512195122,0.0975609756097561,0.3170731707317073,0.24390243902439024,0.12195121951219512,0.36585365853658536,0.6341463414634146,0.4878048780487805,0.7804878048780488
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_only,pooled,160,160,139,0.578125,0.5125,0.64375,0.9125,0.871875,0.946875,0.23741007194244604,0.1655160009923096,0.3049645390070922,0.3375,0.2625,0.40640624999999914,0.45625,0.38125,0.53125,0.23125,0.16875,0.3
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_only,bbq,70,70,69,0.7928571428571428,0.7142857142857143,0.8642857142857143,0.9928571428571429,0.9785714285714285,1.0,0.21739130434782608,0.12857142857142856,0.3188405797101449,0.22857142857142856,0.12857142857142856,0.32857142857142857,0.6857142857142857,0.5857142857142857,0.7860714285714266,0.1,0.04285714285714286,0.17142857142857143
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_only,crows_pairs,49,49,31,0.5,0.3979591836734694,0.6122448979591837,0.7448979591836735,0.6428571428571429,0.8469387755102041,0.3870967741935484,0.21428571428571427,0.5666666666666667,0.6122448979591837,0.46938775510204084,0.7346938775510204,0.30612244897959184,0.1836734693877551,0.4489795918367347,0.08163265306122448,0.02040816326530612,0.16326530612244897
qwen2.5-7b-instruct,S1,cure_centred_svd_r1_a1,parser_only,stereoset,41,41,39,0.3048780487804878,0.18292682926829268,0.43902439024390244,0.975609756097561,0.9390243902439024,1.0,0.15384615384615385,0.05128205128205128,0.275,0.1951219512195122,0.0975609756097561,0.3170731707317073,0.24390243902439024,0.12195121951219512,0.36585365853658536,0.6341463414634146,0.4878048780487805,0.7804878048780488
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,pooled,160,160,145,0.603125,0.5375,0.665625,0.95,0.921875,0.971875,0.2620689655172414,0.1891891891891892,0.3355716190125954,0.33125,0.25625,0.40625,0.4625,0.3875,0.5375,0.23125,0.16875,0.3
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,bbq,70,70,69,0.7714285714285715,0.6857142857142857,0.8571428571428571,0.9928571428571429,0.9785714285714285,1.0,0.2028985507246377,0.11428571428571428,0.3001086956521733,0.21428571428571427,0.12857142857142856,0.3142857142857143,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.12857142857142856,0.05714285714285714,0.21428571428571427
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,crows_pairs,49,49,38,0.5918367346938775,0.4897959183673469,0.6938775510204082,0.8775510204081632,0.8061224489795918,0.9387755102040817,0.3684210526315789,0.21621621621621623,0.5277777777777778,0.5102040816326531,0.3673469387755102,0.6530612244897959,0.3673469387755102,0.24489795918367346,0.5102040816326531,0.12244897959183673,0.04081632653061224,0.22448979591836735
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_plus_judge,stereoset,41,41,38,0.32926829268292684,0.2073170731707317,0.4515243902439008,0.9634146341463414,0.9146341463414634,1.0,0.2631578947368421,0.13157894736842105,0.4,0.3170731707317073,0.1951219512195122,0.4634146341463415,0.21951219512195122,0.0975609756097561,0.34146341463414637,0.5365853658536586,0.3902439024390244,0.6835365853658504
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_only,pooled,160,160,138,0.565625,0.5,0.63125,0.9125,0.875,0.946875,0.2463768115942029,0.17332330827067668,0.3161764705882353,0.35,0.275,0.425,0.44375,0.36875,0.51875,0.23125,0.16875,0.3
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_only,bbq,70,70,69,0.7714285714285715,0.6857142857142857,0.8571428571428571,0.9928571428571429,0.9785714285714285,1.0,0.2028985507246377,0.11428571428571428,0.3001086956521733,0.21428571428571427,0.12857142857142856,0.3142857142857143,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.12857142857142856,0.05714285714285714,0.21428571428571427
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_only,crows_pairs,49,49,31,0.46938775510204084,0.35714285714285715,0.5816326530612245,0.7551020408163265,0.6530612244897959,0.8469387755102041,0.3225806451612903,0.15618990384615386,0.4857335907335906,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.30612244897959184,0.1836734693877551,0.42857142857142855,0.12244897959183673,0.04081632653061224,0.22448979591836735
qwen2.5-7b-instruct,R1,random_ortho_1_r1_a1,parser_only,stereoset,41,41,38,0.32926829268292684,0.2073170731707317,0.4515243902439008,0.9634146341463414,0.9146341463414634,1.0,0.2631578947368421,0.13157894736842105,0.4,0.3170731707317073,0.1951219512195122,0.4634146341463415,0.21951219512195122,0.0975609756097561,0.34146341463414637,0.5365853658536586,0.3902439024390244,0.6835365853658504
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,pooled,160,160,146,0.590625,0.528125,0.653125,0.953125,0.925,0.975,0.2671232876712329,0.194439448441247,0.33784016775396086,0.33125,0.2625,0.40625,0.45,0.375,0.525,0.24375,0.175,0.3125
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,bbq,70,70,69,0.7642857142857142,0.6785714285714286,0.85,0.9928571428571429,0.9785714285714285,1.0,0.18840579710144928,0.10144927536231885,0.28363539445628966,0.2,0.11428571428571428,0.3,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.22857142857142856
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,crows_pairs,49,49,39,0.5816326530612245,0.47959183673469385,0.6836734693877551,0.8877551020408163,0.8163265306122449,0.9489795918367347,0.358974358974359,0.21621621621621623,0.5135135135135135,0.4897959183673469,0.3469387755102041,0.6326530612244898,0.3673469387755102,0.22448979591836735,0.5102040816326531,0.14285714285714285,0.061224489795918366,0.24489795918367346
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_plus_judge,stereoset,41,41,38,0.3048780487804878,0.1951219512195122,0.4268292682926829,0.9634146341463414,0.9146341463414634,1.0,0.3157894736842105,0.17141114982578398,0.46153846153846156,0.36585365853658536,0.21951219512195122,0.5121951219512195,0.17073170731707318,0.07317073170731707,0.2926829268292683,0.5365853658536586,0.3902439024390244,0.6835365853658504
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,pooled,160,160,140,0.559375,0.49375,0.625,0.921875,0.884375,0.953125,0.2571428571428571,0.1843828222778473,0.32608695652173914,0.35,0.275,0.425,0.43125,0.35625,0.50625,0.24375,0.175,0.3125
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,bbq,70,70,69,0.7642857142857142,0.6785714285714286,0.85,0.9928571428571429,0.9785714285714285,1.0,0.18840579710144928,0.10144927536231885,0.28363539445628966,0.2,0.11428571428571428,0.3,0.6714285714285714,0.5571428571428572,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.22857142857142856
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,crows_pairs,49,49,33,0.47959183673469385,0.3673469387755102,0.5918367346938775,0.7857142857142857,0.6938775510204082,0.8775510204081632,0.3333333333333333,0.1841507177033493,0.5,0.5510204081632653,0.40816326530612246,0.6938775510204082,0.30612244897959184,0.1836734693877551,0.42908163265305843,0.14285714285714285,0.061224489795918366,0.24489795918367346
qwen2.5-7b-instruct,LEACE_swapside,leace_faithful_r1_a1,parser_only,stereoset,41,41,38,0.3048780487804878,0.1951219512195122,0.4268292682926829,0.9634146341463414,0.9146341463414634,1.0,0.3157894736842105,0.17141114982578398,0.46153846153846156,0.36585365853658536,0.21951219512195122,0.5121951219512195,0.17073170731707318,0.07317073170731707,0.2926829268292683,0.5365853658536586,0.3902439024390244,0.6835365853658504
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_plus_judge,pooled,160,160,147,0.51875,0.449921875,0.5875,0.94375,0.909375,0.971875,0.22448979591836735,0.15894039735099338,0.2905405405405405,0.2875,0.21875,0.35625,0.425,0.35,0.50625,0.325,0.25625,0.4
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_plus_judge,bbq,70,70,69,0.5642857142857143,0.4569642857142857,0.6714285714285714,0.9857142857142858,0.9571428571428572,1.0,0.21739130434782608,0.12857142857142856,0.3142857142857143,0.22857142857142856,0.14250000000000002,0.32857142857142857,0.5,0.38571428571428573,0.6142857142857143,0.35714285714285715,0.24285714285714285,0.4714285714285714
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_plus_judge,crows_pairs,49,49,49,0.7040816326530612,0.6020408163265306,0.8061224489795918,1.0,1.0,1.0,0.2653061224489796,0.14285714285714285,0.3877551020408163,0.2653061224489796,0.14285714285714285,0.3877551020408163,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.16326530612244897,0.061224489795918366,0.2653061224489796
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_plus_judge,stereoset,41,41,29,0.21951219512195122,0.12195121951219512,0.32926829268292684,0.8048780487804879,0.6951219512195121,0.9024390243902439,0.1724137931034483,0.04,0.32142857142857145,0.4146341463414634,0.2682926829268293,0.5609756097560976,0.12195121951219512,0.024390243902439025,0.21951219512195122,0.4634146341463415,0.3170731707317073,0.6097560975609756
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_only,pooled,160,160,145,0.51875,0.449921875,0.5875,0.934375,0.896875,0.9625781249999996,0.2206896551724138,0.1575138008587201,0.2876712328767123,0.29375,0.225,0.3625,0.425,0.35,0.50625,0.31875,0.25,0.38765624999999915
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_only,bbq,70,70,69,0.5642857142857143,0.4569642857142857,0.6714285714285714,0.9857142857142858,0.9571428571428572,1.0,0.21739130434782608,0.12857142857142856,0.3142857142857143,0.22857142857142856,0.14250000000000002,0.32857142857142857,0.5,0.38571428571428573,0.6142857142857143,0.35714285714285715,0.24285714285714285,0.4714285714285714
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_only,crows_pairs,49,49,47,0.7040816326530612,0.6020408163265306,0.8061224489795918,0.9693877551020408,0.9183673469387755,1.0,0.2553191489361702,0.13043478260869565,0.3829787234042553,0.2857142857142857,0.16326530612244897,0.40816326530612246,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.061224489795918366,0.24489795918367346
gemma-2-2b-it,B,identity_alpha0_r1_a0,parser_only,stereoset,41,41,29,0.21951219512195122,0.12195121951219512,0.32926829268292684,0.8048780487804879,0.6951219512195121,0.9024390243902439,0.1724137931034483,0.04,0.32142857142857145,0.4146341463414634,0.2682926829268293,0.5609756097560976,0.12195121951219512,0.024390243902439025,0.21951219512195122,0.4634146341463415,0.3170731707317073,0.6097560975609756
